prefix,input_text,target_text
counterspeech,यह बांग्लादेश में संभव है!,"किसी भी देश में किसी को भी कहना बंद करो, अगर आप आज बुरी बातें कहते हैं, तो लोग आपको असभ्य कहेंगे।"
counterspeech,यह बांग्लादेश में संभव है!,"बांग्लादेश एक सुंदर देश है। चारों ओर हरे धान के खेत, मीठे लोग। आप जाकर घूमेंगे, आपकी राय तब बदल जाएगी।"
counterspeech,"दुनिया भर में मुस्लिम क्यों पिटाई कर रहा है? यहां तक ​​कि अपने देश में, वे खुद से मर रहे हैं, क्या आप इसका कारण जानते हैं? मुसलमान",कुछ मुसलमानों के लिए यह कहना सही नहीं है कि आप सभी कहेंगे कि आप सभी थाइमैटिक हैं।
counterspeech,"दुनिया भर में मुस्लिम क्यों पिटाई कर रहा है? यहां तक ​​कि अपने देश में, वे खुद से मर रहे हैं, क्या आप इसका कारण जानते हैं? मुसलमान","आपने यह गलत कहा कि क्यों पृथ्वी पर किसी भी धर्म के लोगों को अन्य धर्मों से अपमानित किया जाता है, वे अपने सम्मान की रक्षा के लिए अपना सम्मान व्यक्त करते हैं, लेकिन वे इस बात पर निर्भर करते हैं कि कोई धर्म इसे कैसे व्यक्त करता है, बुरा या अच्छा निर्णय, कुछ बुद्धिमानी से किसी ऐसे व्यक्ति के साथ लड़ रहे हैं जो बुद्धिमान है। इसके अलावा, आप यह भी देखेंगे कि किसी ने हराया और किया हो सकता है, इसलिए यह किसी भी दौड़ या समूह पर कुछ लोगों पर निर्भर नहीं करता है।"
counterspeech,तुरा होली ज़र्ज़ का बच्चा आप खंकी शेख हसीना के पैर चाटने वाले दास हैं,आप किसी देश के प्रधानमंत्री के बारे में मजाक कर रहे हैं। भविष्य में सावधान रहें।
counterspeech,तुरा होली ज़र्ज़ का बच्चा आप खंकी शेख हसीना के पैर चाटने वाले दास हैं,ऐसी अजीब भाषा में देश के प्रधानमंत्री का अपमान करने के लिए आपको जेल और जुर्माना लगाया जा सकता है।
counterspeech,90% मुस्लिम नेता चोर छचोर अपने गन्ने में व्यस्त हैं।,"यदि आप कहेंगे कि अधिकांश नेताओं ने चोरों को स्वीकार कर लिया होगा, लेकिन आप केवल चोर हैं कि आप खाली चोर हैं, तो यह बहुत गलत है, जाति के आधार पर किसी को भी छोटा न करें।"
counterspeech,90% मुस्लिम नेता चोर छचोर अपने गन्ने में व्यस्त हैं।,"कृपया जाति के पत्तों के आधार पर मुसलमानों का अपमान करना बंद करें, नस्ल के आधार का भेदभाव सही नहीं है।"
counterspeech,"अगर भारत में कोई मुस्लिम यातना नहीं है। भारत एक कुत्ते के साथ बकवास होगा ,,,,। 🖕🖕🖕🖕","आपको आज भारत के बारे में बुरी टिप्पणी करने की ज़रूरत नहीं है, आप इसके बारे में सोचेंगे।"
counterspeech,"अगर भारत में कोई मुस्लिम यातना नहीं है। भारत एक कुत्ते के साथ बकवास होगा ,,,,। 🖕🖕🖕🖕","किसी देश के खिलाफ इस तरह के अपमान से हिंसा बढ़ जाएगी, इससे बड़े झगड़े हो सकते हैं।"
counterspeech,"केवल अगर बरसाट के लड़के तीस्ता में जाते हैं तो बांग्लादेश में बाढ़ आ जाएगी, जब वे तीस्ता में जाते हैं, तो वे फिर से बड़ी बातें कहते हैं।","आपको आज बांग्लादेश के बारे में एक बुरी टिप्पणी करने की ज़रूरत नहीं है, आप एक विचार में सोचेंगे, और यदि आप विचार में नहीं सोचते हैं, तो शांत रहें।"
counterspeech,"केवल अगर बरसाट के लड़के तीस्ता में जाते हैं तो बांग्लादेश में बाढ़ आ जाएगी, जब वे तीस्ता में जाते हैं, तो वे फिर से बड़ी बातें कहते हैं।","आप किसी भी देश पर टिप्पणी नहीं कर सकते। आप अपने साथ बरसाट में छोटे हैं। बड़े शब्दों को पहचानने के बजाय, आप अपनी मानसिकता को थोड़ा साफ करते हैं।"
counterspeech,"ओह पाकिस्तानी कुत्ते, आप बंगला कैसे सीखते हैं !!!!!!!!!!!!!!!! कितना मजाकिया। यदि आप हमारी बंगला भाषा का उपयोग नहीं करते हैं, तो हम आप सभी को टुकड़ों में काट देंगे और कुत्ते को खिलाते हैं। हालांकि, कुत्ता शायद आपके कटे हुए टुकड़े नहीं खाना चाहेगा। आप अपनी भाषा पाकिस्तानी भाषा का उपयोग नहीं कर सकते? बंगला आपसे क्या कहती है? चंद्रमा को हाथ देने के लिए आपको यह साहस कहां से मिला?","पाकिस्तान के लोग लेकिन लोग, आपको एक कुत्ता बताने का साहस कैसे है? कभी आश्चर्य है, कोई भी ऐसा कैसे महसूस कर सकता है?"
counterspeech,"ओह पाकिस्तानी कुत्ते, आप बंगला कैसे सीखते हैं !!!!!!!!!!!!!!!! कितना मजाकिया। यदि आप हमारी बंगला भाषा का उपयोग नहीं करते हैं, तो हम आप सभी को टुकड़ों में काट देंगे और कुत्ते को खिलाते हैं। हालांकि, कुत्ता शायद आपके कटे हुए टुकड़े नहीं खाना चाहेगा। आप अपनी भाषा पाकिस्तानी भाषा का उपयोग नहीं कर सकते? बंगला आपसे क्या कहती है? चंद्रमा को हाथ देने के लिए आपको यह साहस कहां से मिला?","लोग सभी पर सच हैं, इस पर कोई नहीं है। एक दूसरे के लिए दुरुपयोग बंद करो और एक दोस्ताना संबंध बनाएं।"
counterspeech,"क्या आपकी खंकी माँ तय करती है कि नोबेल कौन मिलेगा? वोट के बाद, दीदी फूटो फेडा ने काम किया? आज दोपहर, मेरे पिता या आपके एक पिता गोबर खाएंगे? शाला, जटमुर धर्मूर ट्वीटर चाडा आए हैं। हिजरा में पुराना वाम।","आपकी मुंह की भाषा बहुत गंदी और चौंकाने वाली है, आपके पास एक माँ है, क्या आपको किसी और की माँ के बारे में ऐसा कहने में शर्म नहीं आती है? सम्मान के साथ बोलना सीखें।"
counterspeech,"क्या आपकी खंकी माँ तय करती है कि नोबेल कौन मिलेगा? वोट के बाद, दीदी फूटो फेडा ने काम किया? आज दोपहर, मेरे पिता या आपके एक पिता गोबर खाएंगे? शाला, जटमुर धर्मूर ट्वीटर चाडा आए हैं। हिजरा में पुराना वाम।","दूसरों को गाली देना बंद करो, अपने मुंह की भाषा को ठीक करें।"
counterspeech,"इस तरह से लिखना, बच्चे। जब माँ फट गई तो आप माँ का रिसाव है। चुल चला गया है, पैसा चला गया है लेकिन आप गायब नहीं हुए हैं। कौन कमबख्त है कुछ करो, लौरा 😂 😂",आप एक इंसान के रूप में बहुत बुरे हैं। शारीरिक विकलांगता को दूर किया जा सकता है। आप मानसिक रूप से बिगड़ा हुआ हैं। आपको ठीक करना मुश्किल है।
counterspeech,"इस तरह से लिखना, बच्चे। जब माँ फट गई तो आप माँ का रिसाव है। चुल चला गया है, पैसा चला गया है लेकिन आप गायब नहीं हुए हैं। कौन कमबख्त है कुछ करो, लौरा 😂 😂","यहां तक ​​कि जब आप किसी व्यक्ति की शारीरिक विकलांगता पर टिप्पणी नहीं करते हैं, तो आपको कहना चाहिए कि आपको सबसे अच्छी मदद करनी चाहिए, तो कम से कम आपकी भावनात्मक विकलांगता की पहचान नहीं की जाएगी। आप मानसिक रूप से इतने बीमार हैं कि आप अपने मृत माता -पिता का अनादर कर रहे हैं और अपने बूढ़े बेटे को कुछ मानवता रखते हैं।"
counterspeech,"यह मारानी, ​​रैंडी का बच्चा है। शाला, खंकी यह नहीं कह सकते कि कौन सी गाय है? यदि आपके पास 2 के बाद एक पिता की बीटा नली है, तो पता दें, मैं घर में प्रवेश करूंगा और समझाऊंगा कि क्या कहा जाता है, एक वेश्या का बेटा। हिजड़ा में मैगी चोरी करने के बाद, जुड़वाँ घर पर जा रहे हैं।",राजनीतिक दलों के बीच विवाद सामान्य है। लेकिन यह अपमानजनक और सीमा से परे नहीं होगा।
counterspeech,"यह मारानी, ​​रैंडी का बच्चा है। शाला, खंकी यह नहीं कह सकते कि कौन सी गाय है? यदि आपके पास 2 के बाद एक पिता की बीटा नली है, तो पता दें, मैं घर में प्रवेश करूंगा और समझाऊंगा कि क्या कहा जाता है, एक वेश्या का बेटा। हिजड़ा में मैगी चोरी करने के बाद, जुड़वाँ घर पर जा रहे हैं।",आपके पास समाज के लिए नैतिक जिम्मेदारी है। यदि उस स्थान पर बात करना भविष्य की पीढ़ी क्या सीखेगा?
counterspeech,"जब ईसी खुली चुनौती वेश्या, ईवीएम को दी गई थी, तो क्या आप अपनी मां के गुदा में छिप गए थे?","आपकी मुंह की भाषा बहुत गंदी और चौंकाने वाली है, आप अलग हो सकते हैं, इसलिए आपको अपनी मां पर टिप्पणी करने का कोई अधिकार नहीं है, सभी के संबंध में बोलना सीखें।"
counterspeech,"जब ईसी खुली चुनौती वेश्या, ईवीएम को दी गई थी, तो क्या आप अपनी मां के गुदा में छिप गए थे?","आपकी मुंह की भाषा बहुत गंदी और घृणित है, आपकी एक अलग राय हो सकती है, आपको माँ के बारे में इस तरह की अश्लील टिप्पणी करने का अधिकार नहीं है, सभी के संबंध में बोलना सीखें।"
counterspeech,देसी कॉलेज की खंकी मैगी…।,मुंह की भाषा को ठीक करें।
counterspeech,देसी कॉलेज की खंकी मैगी…।,"दोस्तों, इस तरह के अप्रासंगिक पदों को दिए बिना समाज के लिए कुछ अच्छा करने की कोशिश करें।"
counterspeech,"@Maimuna_ira आप एक खंकी हैं, आप अपनी पोस्ट देखते हैं।",किसी के मुंह को ठीक करने के लिए किसी के मुंह को बुरा बनाने के लिए कोई लाभ नहीं है। मूर्ख के साथ कोई तर्क नहीं है।
counterspeech,"@Maimuna_ira आप एक खंकी हैं, आप अपनी पोस्ट देखते हैं।","यदि कोई अनैतिक पोस्ट करता है, तो आपको विरोध करना चाहिए, यह अच्छा है। लेकिन गाली देने से विरोध की गुणवत्ता कम हो जाती है।"
counterspeech,"क्या आपने मुझे अपनी माँ को चोदने से निराश किया है ?? रात के रात के खाने में, मैंने नाक को नाक भेजा, चाटा और बालों को क्रांतिकारी से बांध दिया, कुछ दिन सीने में एक खाली बच्चा पहने हुए।","दुनिया धीरे -धीरे फैल रही है। कृपया अपना शारीरिक कचरा बनाएं। और अगर आप महिलाओं का सम्मान नहीं करते हैं, तो आपका अपना परिवार आपको कभी नहीं छोड़ेगा।"
counterspeech,"क्या आपने मुझे अपनी माँ को चोदने से निराश किया है ?? रात के रात के खाने में, मैंने नाक को नाक भेजा, चाटा और बालों को क्रांतिकारी से बांध दिया, कुछ दिन सीने में एक खाली बच्चा पहने हुए।",क्या आप खुद इन बुद्धिमान खाद्य पदार्थों को खाते हैं? अविश्वसनीय।
counterspeech,"अच्छा, इतना कि रे हरम हरामी है। मैंने ठंड ठंड कफ का एक कटोरा 😂 😂 😂 😂 😂 😂 of zamato को भेजा, खाया, इंटेलिजेंस रे हेज्रेओली में बढ़ जाएगी। क्या आपका बंगला वर्णमाला डाउनलोड नहीं है? क्या आप जानते हैं? मुझे लगता है कि मैं अपने मुंह से कोठरी में पैन करूंगा",आपके दिमाग का गंदा इतना है कि यह एक शारीरिक कचरे के रूप में सामने आ रहा है ??
counterspeech,"अच्छा, इतना कि रे हरम हरामी है। मैंने ठंड ठंड कफ का एक कटोरा 😂 😂 😂 😂 😂 😂 of zamato को भेजा, खाया, इंटेलिजेंस रे हेज्रेओली में बढ़ जाएगी। क्या आपका बंगला वर्णमाला डाउनलोड नहीं है? क्या आप जानते हैं? मुझे लगता है कि मैं अपने मुंह से कोठरी में पैन करूंगा",तीसरे सेक्स लोगों को आप जैसे कुछ लोगों के लिए समाज में सम्मानित नहीं किया जाता है।
counterspeech,आप मुझे इन कानूनी बाघों को कब अवरुद्ध करते हैं?,"वोट के दौरान, कई लोग राजनीतिक पार्टी का समर्थन करने के लिए गए, जिससे बहुत गड़बड़ हो गई। अतिरंजना करना सही नहीं है।"
counterspeech,आप मुझे इन कानूनी बाघों को कब अवरुद्ध करते हैं?,"आपकी अश्लील टिप्पणी साइबर अपराध में है, और इसके परिणामस्वरूप आपकी सजा हो सकती है।"
counterspeech,MCA कॉपी पेस्ट हरम का हरम कर रहा है 😂😂 😂😂 थका हुआ लग रहा है?,आपने बहुत शोध किया है। क्या यह आपकी बुद्धिमत्ता है? लोगों ने इस सफलता को बढ़ावा दिया है।
counterspeech,MCA कॉपी पेस्ट हरम का हरम कर रहा है 😂😂 😂😂 थका हुआ लग रहा है?,इस अध्ययन के परिणाम हमारे देश से बाहर नहीं जाना चाहिए। अगर हर कोई बुद्धिमान होगा।
counterspeech,Futteraaaa 😂 pasni kanachuda पाता है? 😂 मेरे माल खाने के लिए bopy खाओ?,आप वास्तव में जादू करना सीखते हैं।
counterspeech,Futteraaaa 😂 pasni kanachuda पाता है? 😂 मेरे माल खाने के लिए bopy खाओ?,"मुंह की भाषा को ठीक करें, आप इसे हर समय याद रखने के लिए एक सौम्य व्यक्ति हैं।"
counterspeech,"उस ने कहा, रे ने उस रिसाव में रखा। मैं मुझे एक पतली जी भेजूंगा, खाऊंगा?",क्या आपने खाया है कि आपका पेट बहुत बुरा है ... मैं उन लोगों को भेजूंगा जो पूछ रहे हैं। मैं पेट को खराब समझता हूं लेकिन भाषा को अच्छा रखा जा सकता है।
counterspeech,"उस ने कहा, रे ने उस रिसाव में रखा। मैं मुझे एक पतली जी भेजूंगा, खाऊंगा?","यहां तक ​​कि अगर आप इन गंदे शब्दों का उपयोग नहीं करते हैं, तो ऐसा लगता है कि जब आपने अपना रवैया अच्छी तरह से व्यक्त नहीं किया है, तो एक बात गंदी होगी यदि आप गंदे विचार के बारे में सोचते हैं। और जब आप उस व्यक्ति में शामिल होते हैं, जिस पर उस व्यक्ति द्वारा हमला किया गया है, तो आप क्यों कहते हैं कि आप उसके पीछे क्यों हैं, लेकिन आपको अच्छा काम करने का मन करना चाहिए।"
counterspeech,पेट से बाहर निकलें और यह सोचने के लिए तस्वीर अपलोड करें कि यह अच्छा लग रहा है।,"व्यक्ति वह पहनेगा जो पोशाक जैसा दिखेगा। कोई फर्क नहीं पड़ता कि आपको क्या चाहिए, आप इसे अपने पास रख सकते हैं।"
counterspeech,पेट से बाहर निकलें और यह सोचने के लिए तस्वीर अपलोड करें कि यह अच्छा लग रहा है।,क्या हम वास्तव में समाज में प्रगति के मार्ग पर चल रहे हैं? अपनी टिप्पणी का बार -बार विश्लेषण करें। क्या आपने सही कहा?
counterspeech,"जो भी दूध पैसे में लगता है, चोदा लॉस खंकी मैगी को फिर से प्यार करने के लिए",आप बिना दुर्व्यवहार के बात करते हैं। आप महिला के बारे में कितना जानते हैं? जो उसे इस तरह गाली दे रहा है।
counterspeech,"जो भी दूध पैसे में लगता है, चोदा लॉस खंकी मैगी को फिर से प्यार करने के लिए","लड़की को आपके शब्दों में अपमानित नहीं किया जा रहा है, आप वास्तविक अपमान हैं।"
counterspeech,क्या मैं आप के रूप में बहुत सुंदर लग रहा हूँ!? क्या एक सुंदर तस्वीर रे हकचरा! आप बूढ़ी औरत के क्रांतिकारी कूल्हों से गिर रहे हैं और आपके समाजवादी पिता उस म्यूट को पकड़ रहे हैं।,"क्या आपने कभी जीव विज्ञान पढ़ा है? तब उन्होंने ऐसा बात नहीं कही। उसके पास एक पाठ्य शिक्षा नहीं है, लेकिन मुंह की भाषा तय की जा सकती है। प्रयत्न ठीक"
counterspeech,क्या मैं आप के रूप में बहुत सुंदर लग रहा हूँ!? क्या एक सुंदर तस्वीर रे हकचरा! आप बूढ़ी औरत के क्रांतिकारी कूल्हों से गिर रहे हैं और आपके समाजवादी पिता उस म्यूट को पकड़ रहे हैं।,"यदि आप ऐसी अजीब भाषा में किसी का अपमान करने की कोशिश करते हैं, तो उसे अपमानित नहीं किया जाएगा। बल्कि, हर कोई आपको सोशल मीडिया को गंदा करने के लिए ब्लॉक करेगा।"
counterspeech,"विचार की स्थिति को देखते हुए, मैंने कहा, तसलीमा एक बैसर समर्थक है। अब लगता है कि खंकी ने इसे साबित कर दिया","आप उन महिलाओं को अपमानजनक भाषा में गाली दे रहे हैं? वे आपको भी नहीं जानते होंगे। तो, इतनी बदसूरत का क्या लाभ है?"
counterspeech,"विचार की स्थिति को देखते हुए, मैंने कहा, तसलीमा एक बैसर समर्थक है। अब लगता है कि खंकी ने इसे साबित कर दिया",इस भाषा को देखकर युवा समाज क्या सीखेगा? क्या आपको लगता है कि उन्हें संचालित किया जाएगा?
counterspeech,"पिता के पास जा रहे हैं, क्रांतिकारी सूअर थंडरबोल्ट के पैर में जा रहे हैं।","यदि आप नहीं जानते कि क्या होगा, लेकिन यह बेहतर होता अगर आपके पास इस मूल्यवान टिप्पणी में कोई गंदगी नहीं होती।"
counterspeech,"पिता के पास जा रहे हैं, क्रांतिकारी सूअर थंडरबोल्ट के पैर में जा रहे हैं।","यदि आप इस तरह की टिप्पणी करते हैं, तो सोशल मीडिया प्रोफ़ाइल जल्द ही बंद हो जाएगी।"
counterspeech,आपने चोतरानी बैंगन नहीं खाया,आपकी टिप्पणी सुनकर आपके दोस्त आपसे दूर हो जाएंगे। आप बुरा सोच सकते हैं।
counterspeech,आपने चोतरानी बैंगन नहीं खाया,दोस्तों के संबंध में लड़कियों से बात करें। याद रखें कि हमारी माँ भी एक लड़की हैं।
counterspeech,"Techno से MCA 😂! तो कोई नौकरी नहीं है, कोई ज्ञान नहीं है। बोलिस एमसीए लेकिन टेक .. मत कहो, गधा हंसेंगे। यदि आपने उस शुल्क का निवेश करके खेती शुरू कर दी है, तो यह बेहतर विकल्प होता। अपने पिता के संबंध में, मेरे पिता चूसते हुए। एक और सवाल पूछें, दरवाजे पर जाएं।","मैंने आपकी राय को गंभीरता से लेना शुरू कर दिया, व्यास! आपकी अजीब भाषा विकसित हुई।"
counterspeech,"Techno से MCA 😂! तो कोई नौकरी नहीं है, कोई ज्ञान नहीं है। बोलिस एमसीए लेकिन टेक .. मत कहो, गधा हंसेंगे। यदि आपने उस शुल्क का निवेश करके खेती शुरू कर दी है, तो यह बेहतर विकल्प होता। अपने पिता के संबंध में, मेरे पिता चूसते हुए। एक और सवाल पूछें, दरवाजे पर जाएं।","किसी के पिता के बारे में अश्लील टिप्पणी करना सही नहीं है, आपको लगता है कि उसके बच्चे के सिर पर कितना दबाव डाला जा सकता है?"
counterspeech,"Bokachoda khanki पदों के लिए भाजपा का कितना पैसा भुगतान करता है? उत्तर प्रदेश के बलात्कारी स्वर्ग का राज्य बन गए हैं, कितने बंगाली हिंदू मुस्लिम कैदी असम में निरोध शिविर में हैं, बंगाल में भाजपा वास्तव में आपकी पत्नी और बेटी भाजपा नेताओं को मार डालेगी।","राजनीतिक दल की ओर से या एक पोस्ट के लिए एक व्यवसाय चल रहा है, यह सही हो सकता है। आप सही बात कर रहे होंगे। लेकिन आप अपमानजनक नहीं कहेंगे।"
counterspeech,"Bokachoda khanki पदों के लिए भाजपा का कितना पैसा भुगतान करता है? उत्तर प्रदेश के बलात्कारी स्वर्ग का राज्य बन गए हैं, कितने बंगाली हिंदू मुस्लिम कैदी असम में निरोध शिविर में हैं, बंगाल में भाजपा वास्तव में आपकी पत्नी और बेटी भाजपा नेताओं को मार डालेगी।",सिर को ठंडा करना मुझे बताएं कि आपका बयान एक सभ्य भाषा में क्या है। तब और लोग आपके वचन तक पहुंचेंगे। यदि वे दुर्व्यवहार देखते हैं तो बहुत से लोगों से बचा जा सकता है।
counterspeech,"जब मैं उनके पिता से मिला, तो मैं कहूंगा कि जब भाई कंडोम ने इसे लिया, तो उन्हें अच्छा लगेगा। ये कंडोम दुर्घटना के परिणामस्वरूप हैं","समाचार, कोई भी अज्ञात व्यक्ति यह ज्ञान नहीं दे पाएगा, गिनती अपरिहार्य है।"
counterspeech,"जब मैं उनके पिता से मिला, तो मैं कहूंगा कि जब भाई कंडोम ने इसे लिया, तो उन्हें अच्छा लगेगा। ये कंडोम दुर्घटना के परिणामस्वरूप हैं",क्या आप दुर्घटना के दौरान शब्दों में थे?
counterspeech,आप यह साबित करने के लिए एक कंडोम विस्फोट में पैदा हुए थे कि आप इसका उपयोग करते हैं।,और आपकी भाषा क्या साबित होती है? आप भी शब्दों को अच्छी तरह से कह सकते हैं।
counterspeech,आप यह साबित करने के लिए एक कंडोम विस्फोट में पैदा हुए थे कि आप इसका उपयोग करते हैं।,"आप अपने भाषण में कितना बड़ा वैज्ञानिक समझते हैं, कृपया इस ज्ञान को जेब में डालें।"
counterspeech,खंकी मैगी अपने वोदका से बाहर निकलें,"आप एक भयंकर आदमी हैं, आपकी भाषा गंदी है।"
counterspeech,खंकी मैगी अपने वोदका से बाहर निकलें,"जब आपने टिप्पणी की कि आपके पास शिक्षा और शिक्षा है, तो आप कुछ अच्छी भाषा लिख ​​सकते हैं और कुछ अच्छी भाषा लिख ​​सकते हैं।"
counterspeech,"और आप की तरह, खंकी पोलास पैदा हुए हैं इन सभी मुल्लाओं ने आपकी माँ और आपके पिता से शादी नहीं की।",आप एक अच्छे बच्चे हैं। लेकिन भाषा इतनी खराब है? भाषा को ठीक करें।
counterspeech,"और आप की तरह, खंकी पोलास पैदा हुए हैं इन सभी मुल्लाओं ने आपकी माँ और आपके पिता से शादी नहीं की।","इस्लाम में, मोल्ला को इस धर्म को यह न्यूनतम सम्मान देने के लिए बहुत सम्मानित किया गया है कि आप धर्म को हैं।"
counterspeech,"अगर मैं हूं, तो मैं देखता हूं कि उनमें से कितने हैं। खंकी मैगी। वोडाई बहुत कुछ के साथ एक वीडियो बनाता है",आपके मुंह की भाषा अतिरिक्त खराब है। मानसिकता बदलें।
counterspeech,"अगर मैं हूं, तो मैं देखता हूं कि उनमें से कितने हैं। खंकी मैगी। वोडाई बहुत कुछ के साथ एक वीडियो बनाता है","आप एक समाज के युवाओं का मार्ग हैं, यदि आप ऐसी बातें कहते हैं तो वे क्या सीखेंगे?"
counterspeech,"शर्म मत करो, भत्ता करो, लड़के के साथ वीडियो बनाने के लिए फिर से सेक्स वीडियो न बनाएं",आप एक असामयिक भाषा में महिला को गाली देना बंद कर देते हैं।
counterspeech,"शर्म मत करो, भत्ता करो, लड़के के साथ वीडियो बनाने के लिए फिर से सेक्स वीडियो न बनाएं","क्या एक माँ अपने बच्चे के साथ एक वीडियो बनाती है, क्या आपको एक गड़बड़ खोजने की आवश्यकता है? अच्छे से सोचो सुसंध्या"
counterspeech,मई मां जो पेट में पैदा हुई है कि इब्न कल्ब इब्न खिनजी का जन्म पेट में हुआ है।,बताएं कि गुस्सा किसका है। भले ही वह अपनी माँ के साथ नहीं खींचता।
