prefix,input_text,target_text
counterspeech,"মুসলমানরা, জামায়াত, মসজিদ, পাকিস্তান তাদের ছাড়া, তাদের ছাড়া খবরটি চালান, যদি আপনার অবস্থা পুরানো পতিতার চেয়ে খারাপ না হয়, তবে বলুন যে আপনার অবস্থা আরও খারাপ না হলে বলে","যদি ভুল খবরটি যায়, তবে পরিস্থিতি খারাপ হবে এবং কথা বলে নয়। যারা এই জাতীয় শব্দের সাথে সংবাদ প্রচার করেছেন তাদের মধ্যে আপনার চাপ বাড়ানো উচিত নয়।"
counterspeech,"মুসলিম, জামায়াত, মসজিদ ছাড়াই খবর হাঁটা ব্রোকারকে দেখুন, যদি আপনার পরিস্থিতি পুরানো পতিতার চেয়ে খারাপ না হয় তবে বলুন","আমি দুঃখের বিষয় যে আপনি আজকাল সংবাদটি দেখে অত্যন্ত বিরক্ত, তবে অনলাইনে মন্তব্য করার সময় দয়া করে আরও সতর্ক হন।"
counterspeech,"মুসলিম, জামায়াত, মসজিদ ছাড়াই খবর হাঁটা ব্রোকারকে দেখুন, যদি আপনার পরিস্থিতি পুরানো পতিতার চেয়ে খারাপ না হয় তবে বলুন",আমি আপনাকে অনুরোধ করছি যে কোনও সাধারণ কথোপকথনে এ জাতীয় আপত্তিজনক শব্দ ব্যবহার না করার জন্য। আপনি খবর দেখার পরিবর্তে বিনোদনের অন্যান্য রূপগুলি পরিবর্তন করতে পারেন।
counterspeech,"মুসলিম, জামায়াত, মসজিদ ছাড়াই খবর হাঁটা ব্রোকারকে দেখুন, যদি আপনার পরিস্থিতি পুরানো পতিতার চেয়ে খারাপ না হয় তবে বলুন",নিউজ এজেন্সিগুলির কাজ হ'ল জনসাধারণের কাছে সংবাদ আনা এবং কোনও শ্রেণিকে লক্ষ্য না করা। দয়া করে এটি অন্যভাবে উপস্থাপন করবেন না।
counterspeech,"মুসলিম, জামায়াত, মসজিদ ছাড়াই খবর হাঁটা ব্রোকারকে দেখুন, যদি আপনার পরিস্থিতি পুরানো পতিতার চেয়ে খারাপ না হয় তবে বলুন",অবস্থার একটি উদাহরণ কাউকে ভুল অপব্যবহার করা।
counterspeech,"<user> এছাড়াও মারা যেতে দিন। রেন্ডি হিন্দু সমাজের মেয়েদের বুঝতে প্রস্তুত নয়, এটি এখানে প্রভাবিত হবে।",মৃত্যুর ক্ষেত্রে কাউকে কিছুই ব্যাখ্যা করা যায় না।
counterspeech,"<user> এছাড়াও মারা যেতে দিন। রেন্ডি হিন্দু সমাজের মেয়েদের বুঝতে প্রস্তুত নয়, এটি এখানে প্রভাবিত হবে।",কমপক্ষে মারা যাওয়ার জন্য পতিতা শব্দটি ব্যবহার করবেন না এবং কিছু সাধারণ দেখান।
counterspeech,"<user> এছাড়াও মারা যেতে দিন। রেন্ডি হিন্দু সমাজের মেয়েদের বুঝতে প্রস্তুত নয়, এটি এখানে প্রভাবিত হবে।",দয়া করে কোনও মেয়ে সম্পর্কে এ জাতীয় কাজ করবেন না।
counterspeech,"<user> এছাড়াও মারা যেতে দিন। রেন্ডি হিন্দু সমাজের মেয়েদের বুঝতে প্রস্তুত নয়, এটি এখানে প্রভাবিত হবে।",আমাদের এ জাতীয় মেয়ে সম্পর্কে কথা বলা উচিত নয়।
counterspeech,"এর আগে, দলিত আজ সর্বত্র মোলোর শিকার হয়ে পড়ছে এবং ইউ ঝ্যান্টের চুল পোস্টটি চালিয়ে যাচ্ছে you আপনি লাথি মেরে হতবাক হয়েছিলেন, আপনি দুই পিতার।","যাই ঘটুক না কেন, সে দুই বাবার কথা বলতে পারে না, এটি ঝগড়া করবে। কারণ এই বাক্যটি কেবল একটি ঝগড়া।"
counterspeech,"এর আগে, দলিত আজ সর্বত্র মোলোর শিকার হয়ে পড়ছে এবং ইউ ঝ্যান্টের চুল পোস্টটি চালিয়ে যাচ্ছে you আপনি লাথি মেরে হতবাক হয়েছিলেন, আপনি দুই পিতার।",আপনি ঠিক বলেছেন যে অন্যের সহায়তার আগে আপনার নিজের সহায়তা করা উচিত। তবে অপব্যবহারগুলি আপনার আলাপের গুরুত্ব হ্রাস করেছে।
counterspeech,"এর আগে, দলিত আজ সর্বত্র মোলোর শিকার হয়ে পড়ছে এবং ইউ ঝ্যান্টের চুল পোস্টটি চালিয়ে যাচ্ছে you আপনি লাথি মেরে হতবাক হয়েছিলেন, আপনি দুই পিতার।",আপনার প্রতিক্রিয়াগুলি মহিলাদের প্রতি অত্যন্ত অবমাননাকর এবং ধর্মীয় অনুভূতিতেও আঘাত করতে পারে। আমি আশা করি আপনি অনলাইনে পোস্ট করার সময় এটি মনে রাখবেন।
counterspeech,"এর আগে, দলিত আজ সর্বত্র মোলোর শিকার হয়ে পড়ছে এবং ইউ ঝ্যান্টের চুল পোস্টটি চালিয়ে যাচ্ছে you আপনি লাথি মেরে হতবাক হয়েছিলেন, আপনি দুই পিতার।",অনলাইন মন্তব্য করার আগে দয়া করে আপনার দাবিগুলি নিশ্চিত করুন এবং অনলাইনে সাম্প্রদায়িক বিদ্বেষ ছড়িয়ে দেওয়া বন্ধ করুন।
counterspeech,"মুসলিম, জামায়াত, মসজিদ বর্তমানে তাদের ছাড়া একটি খবর চালায়, চাকলাঘরের দালালদের দেখুন যদি আপনার অবস্থা পুরানো পতিতার চেয়ে খারাপ না হয় তবে বলুন> 👈 👈","মুসলিম, জামায়াত, মসজিদটি খুব মসৃণ বিষয়, তাই মিডিয়া বারবার উত্থিত হয়। দয়া করে তাদের ভুলভাবে গ্রহণ করবেন না।"
counterspeech,"মুসলিম, জামায়াত, মসজিদ বর্তমানে তাদের ছাড়া একটি খবর চালায়, চাকলাঘরের দালালদের দেখুন যদি আপনার অবস্থা পুরানো পতিতার চেয়ে খারাপ না হয় তবে বলুন> 👈 👈","শর্তটি কারও পক্ষে খারাপ হতে পারে, তাদের আপত্তি থেকে দূরে রাখুন।"
counterspeech,"মুসলিম, জামায়াত, মসজিদ বর্তমানে তাদের ছাড়া একটি খবর চালায়, চাকলাঘরের দালালদের দেখুন যদি আপনার অবস্থা পুরানো পতিতার চেয়ে খারাপ না হয় তবে বলুন> 👈 👈",অনলাইনে অপব্যবহার করা এই নিউজ চ্যানেলগুলির সামগ্রী পরিবর্তন করবে না। আমি আপনাকে শান্ত হওয়ার জন্য অনুরোধ করছি এবং দেখানোর জন্য আরও বুদ্ধিমান উপায়গুলি অবলম্বন করব।
counterspeech,"মুসলিম, জামায়াত, মসজিদ বর্তমানে তাদের ছাড়া একটি খবর চালায়, চাকলাঘরের দালালদের দেখুন যদি আপনার অবস্থা পুরানো পতিতার চেয়ে খারাপ না হয় তবে বলুন> 👈 👈",আমি আপনার সাথে অনুরোধ করছি যে আপনার শান্ত হওয়া উচিত। আরও সম্পদশালী উপকরণগুলির জন্য আপনি সর্বদা পশ্চিমা মিডিয়াতে স্যুইচ করতে পারেন।
counterspeech,"<user> <user> রাষ্ট্রপতি দলিত, সাংসদ বিধায়ক পশ্চাদপদ বর্ণের অর্ধেকেরও বেশি পশ্চাদপদ বর্ণের তবে কিছু হারামখোরোকে রেন্ডিকে কাঁদতে হবে, ব্রাহ্মণ চন্দ্রশেখর আজাদের ঝ্যানসির মেজর মনোজ পান্ডে, মেজর মনোজ পান্ডে, একটি সমস্যা আছে, সেখানে একটি সমস্যা রয়েছে সর্বাধিক সমস্যা, সর্বাধিক জারজ হ'ল তিনি নিজেই ভারতীয় শিক্ষার্থীর নেতা বিবেচনা করেন এবং সহিংসতা পরিচালনা করেন","আপনি নিজেকে ঘৃণা ছড়িয়ে দিতে নিযুক্ত আছেন, যা সাম্প্রদায়িক সহিংসতার দিকে পরিচালিত করতে পারে। লোকেরা অনলাইনে উত্তর দেওয়ার সময় আরও সতর্কতা অবলম্বন করুন এবং বিবেচনা করুন।"
counterspeech,"<user> <user> রাষ্ট্রপতি দলিত, সাংসদ বিধায়ক পশ্চাদপদ বর্ণের অর্ধেকেরও বেশি পশ্চাদপদ বর্ণের তবে কিছু হারামখোরোকে রেন্ডিকে কাঁদতে হবে, ব্রাহ্মণ চন্দ্রশেখর আজাদের ঝ্যানসির মেজর মনোজ পান্ডে, মেজর মনোজ পান্ডে, একটি সমস্যা আছে, সেখানে একটি সমস্যা রয়েছে সর্বাধিক সমস্যা, সর্বাধিক জারজ হ'ল তিনি নিজেই ভারতীয় শিক্ষার্থীর নেতা বিবেচনা করেন এবং সহিংসতা পরিচালনা করেন",অন্যান্য ব্যক্তি বা সম্প্রদায়কে গালি দেওয়া সম্পূর্ণ ভুল। এটি সহিংসতাও হতে পারে। আমি আশা করি আপনি এটি চান না। সুতরাং দয়া করে অন্যকে গালি দেওয়া বন্ধ করুন।
counterspeech,"<user> <user> <user> এর চেয়ে বেশি আফসোসযোগ্য কী হতে পারে, মনোনীত প্রতিবেদনের পরেও, যদি একই মৃতদেহটি কোনও উচ্চ বর্ণের হিন্দু মহিলার হয় তবে পদক্ষেপ নেওয়া হচ্ছে না, তবে টুইটারে প্রবণতা চলছে এখনও অবধি। সমস্ত দালালরা মিডিয়া বুককে মারধর করে র‌্যান্ডেরোনাকে কাঁদছিল, এবং পুলিশ ব্যবস্থা গ্রহণ করত।","আমি আপনার ক্রোধকে গোষ্ঠীভুক্ত করতে পারি, তবে আমাদের বিরোধিতার উপায় সম্ভব হতে পারে না।"
counterspeech,"<user> <user> <user> এর চেয়ে বেশি আফসোসযোগ্য কী হতে পারে, মনোনীত প্রতিবেদনের পরেও, যদি একই মৃতদেহটি কোনও উচ্চ বর্ণের হিন্দু মহিলার হয় তবে পদক্ষেপ নেওয়া হচ্ছে না, তবে টুইটারে প্রবণতা চলছে এখনও অবধি। সমস্ত দালালরা মিডিয়া বুককে মারধর করে র‌্যান্ডেরোনাকে কাঁদছিল, এবং পুলিশ ব্যবস্থা গ্রহণ করত।","আমি সন্ধ্যা করতে পারি, আপনি খবরের সাথে বৈষম্য বোধ করছেন, তবে আমাদের অশ্লীল ভাষা ব্যবহার করা উচিত নয়।"
counterspeech,"<user> <user> <user> এর চেয়ে বেশি আফসোসযোগ্য কী হতে পারে, মনোনীত প্রতিবেদনের পরেও, যদি একই মৃতদেহটি কোনও উচ্চ বর্ণের হিন্দু মহিলার হয় তবে পদক্ষেপ নেওয়া হচ্ছে না, তবে টুইটারে প্রবণতা চলছে এখনও অবধি। সমস্ত দালালরা মিডিয়া বুককে মারধর করে র‌্যান্ডেরোনাকে কাঁদছিল, এবং পুলিশ ব্যবস্থা গ্রহণ করত।",আমি আপনার সাথে একমত যে কিছু জায়গায় এই পদ্ধতির ক্রিয়াকলাপ রয়েছে যেখানে নীচের লোকেরা ন্যায়বিচার পেতে বিলম্বিত হয় এবং কখনও কখনও ন্যায়বিচার থাকে না। পুলিশের তাত্পর্য দেখা উচিত।
counterspeech,"<user> <user> <user> এর চেয়ে বেশি আফসোসযোগ্য কী হতে পারে, মনোনীত প্রতিবেদনের পরেও, যদি একই মৃতদেহটি কোনও উচ্চ বর্ণের হিন্দু মহিলার হয় তবে পদক্ষেপ নেওয়া হচ্ছে না, তবে টুইটারে প্রবণতা চলছে এখনও অবধি। সমস্ত দালালরা মিডিয়া বুককে মারধর করে র‌্যান্ডেরোনাকে কাঁদছিল, এবং পুলিশ ব্যবস্থা গ্রহণ করত।","বর্ণের নামে বৈষম্য রয়েছে, তবে আরও পরিবর্তন এখনও প্রয়োজন।"
counterspeech,<user> <user> রুহি রেন্ডির মায়ের ভগ টিয়ার ডালু তার মায়ের গুদে আপনার মায়ের গ্যান্ড থেকে ডালজ করবে এবং মুখ থেকে বেরিয়ে আসবে।,"আপনার পোস্টটি খুব বাত, কোনও উপযুক্ত বিষয় নেই। মায়ের জন্য এত খারাপ কিছু লজ্জা।"
counterspeech,<user> <user> রুহি রেন্ডির মায়ের ভগ টিয়ার ডালু তার মায়ের গুদে আপনার মায়ের গ্যান্ড থেকে ডালজ করবে এবং মুখ থেকে বেরিয়ে আসবে।,"আপনার এই জাতীয় পোস্টের জন্য আপনাকে নিষিদ্ধ করা একটি ন্যায্য সিদ্ধান্ত, শীঘ্রই সাবধানতা অবলম্বন করুন।"
counterspeech,<user> <user> রুহি রেন্ডির মায়ের ভগ টিয়ার ডালু তার মায়ের গুদে আপনার মায়ের গ্যান্ড থেকে ডালজ করবে এবং মুখ থেকে বেরিয়ে আসবে।,অন্যের প্রতি অশ্লীল শব্দ ব্যবহার বন্ধ করুন এবং সম্মানজনক হওয়ার চেষ্টা করুন। অন্যথায় কেউ আপনাকে প্রশংসা করবে না।
counterspeech,<user> <user> রুহি রেন্ডির মায়ের ভগ টিয়ার ডালু তার মায়ের গুদে আপনার মায়ের গ্যান্ড থেকে ডালজ করবে এবং মুখ থেকে বেরিয়ে আসবে।,আপত্তিজনক শব্দের ব্যবহার বিরোধিতা করার সঠিক উপায় নয়। দয়া করে শান্ত হন এবং সঠিকভাবে কথা বলুন। অন্যথায় আপনার কথা সহিংসতার কারণ হতে পারে।
counterspeech,"এই 'লেখক' একটি ট্যাগড পতিতা। লেখক স্বাস্থ্যকর চিন্তার বাহক। এটি একই ধরণের ভুল যা জনসাধারণ বলিউডের ক্ষেত্রে আফসোস করেছে। পরিণতি হিসাবে। হিন্দু যে পরিবেশন করতে পারে, এটি করতে পারে। সেখানে। সেখানে। কোন সাহিত্য নয়। <রোপ>",লেখক যদি স্বাস্থ্যকর চিন্তার বাহক হন তবে আপনার লেখাটি এত আপত্তিজনক কেন?
counterspeech,"এই 'লেখক' একটি ট্যাগড পতিতা। লেখক স্বাস্থ্যকর চিন্তার বাহক। এটি একই ধরণের ভুল যা জনসাধারণ বলিউডের ক্ষেত্রে আফসোস করেছে। পরিণতি হিসাবে। হিন্দু যে পরিবেশন করতে পারে, এটি করতে পারে। সেখানে। সেখানে। কোন সাহিত্য নয়। <রোপ>","যাই ঘটুক না কেন, সে কখনই ধর্ষণের দাবিদার নয়। আপনার চিন্তাভাবনা এত নেতিবাচক করবেন না।"
