prefix,input_text,target_text
counterspeech,<user> कोई भी हिंदु महिला जब मुस्लिम. या ईसाई मत वाले से शादी करलेती थी तो #हिन्दु_समाज उसे रंडी ही कहता था और वहां महिला की इज्जत है मगर वह #पैरो_की_जूती की जितनी हॊती है तो प्रतिकार नही किया जाता था?,हमें विवाह करते वक्त लोगों का धर्म नहीं चरित्र देखना चाहिए ।
counterspeech,<user> कोई भी हिंदु महिला जब मुस्लिम. या ईसाई मत वाले से शादी करलेती थी तो #हिन्दु_समाज उसे रंडी ही कहता था और वहां महिला की इज्जत है मगर वह #पैरो_की_जूती की जितनी हॊती है तो प्रतिकार नही किया जाता था?,"प्रत्येक व्यक्ति को किसी भी धर्म से विवाह करने का अधिकार होना चाहिए, चाहे वह किसी भी धर्म का हो।"
counterspeech,<user> कोई भी हिंदु महिला जब मुस्लिम. या ईसाई मत वाले से शादी करलेती थी तो #हिन्दु_समाज उसे रंडी ही कहता था और वहां महिला की इज्जत है मगर वह #पैरो_की_जूती की जितनी हॊती है तो प्रतिकार नही किया जाता था?,आपको अपने ट्वीट्स में समझदार और अच्छे हैश टैग का इस्तेमाल करना चाहिए।
counterspeech,<user> <user> कब हम ने हिंदू धर्म के खिलाफ बोला है यह तो बता दे भोसड़ी के रंडी की औलाद है तू गालियां दे रहा है मुझे भी आती है गालियां तो एक बार बॉक्स में आजा तुझे तेरी औकात बता दूंगा,मैं आपका ग़ुस्सा समझ सकता हूँ मगर किसी को ऐसे अपशब्द कहना सही नहीं है ।
counterspeech,<user> <user> कब हम ने हिंदू धर्म के खिलाफ बोला है यह तो बता दे भोसड़ी के रंडी की औलाद है तू गालियां दे रहा है मुझे भी आती है गालियां तो एक बार बॉक्स में आजा तुझे तेरी औकात बता दूंगा,हम किसी  की बात का विरोध अपशब्द का प्रयोग किए बिना भी कर सकते है ।
counterspeech,<user> <user> कौन सा हिंदू है  जिनके मां बहनो को रंडी कह रहा था वो खालिस्तानी जुगराज सिंह वो हिंदू है,एक धर्म के होकर उसी धर्म के लोगो को इतना अनुचित बोलना दोगलापन है।
counterspeech,<user> <user> कौन सा हिंदू है  जिनके मां बहनो को रंडी कह रहा था वो खालिस्तानी जुगराज सिंह वो हिंदू है,बार-बार माँ बहनो को गाली आदत हो गया है ज्यादातर मर्दो का उनको अपने में सुधार की आवश्यकता है और उसी में सबका हित है।
counterspeech,और बता ही देता हूँ क्यू हूवा था.. मैने बहुत सारी गलिया दी थी..प्रियंक़ा चोप्रा को.. अमेरिकन सिरीज़ में वो हिंदू धर्म का आलोचन कर रही थी रंडी.. मेरा कम्प्लेन किया और मेरा अकाउंट ट्विटर ने बंद क़िया.. <url>,किसी भी स्त्री को ऐसे अपशब्द बोलना असहनिये  है ।
counterspeech,और बता ही देता हूँ क्यू हूवा था.. मैने बहुत सारी गलिया दी थी..प्रियंक़ा चोप्रा को.. अमेरिकन सिरीज़ में वो हिंदू धर्म का आलोचन कर रही थी रंडी.. मेरा कम्प्लेन किया और मेरा अकाउंट ट्विटर ने बंद क़िया.. <url>,किसी कलाकार के काम का विरोध उसके काम की बुराई करके होगा ना की उन्हें अपशब्द बोलके ।
counterspeech,और बता ही देता हूँ क्यू हूवा था.. मैने बहुत सारी गलिया दी थी..प्रियंक़ा चोप्रा को.. अमेरिकन सिरीज़ में वो हिंदू धर्म का आलोचन कर रही थी रंडी.. मेरा कम्प्लेन किया और मेरा अकाउंट ट्विटर ने बंद क़िया.. <url>,आप मान रहे हो की आपने गालिया दी उस से आपका अकाउंट बंद हुआ है।  अतः आपको अपने व्यवहार में बदलाव लाना चाहिए और सोशल प्लेटफार्म पर तनाव को बढ़ावा नहीं देना चाहिए।
counterspeech,और बता ही देता हूँ क्यू हूवा था.. मैने बहुत सारी गलिया दी थी..प्रियंक़ा चोप्रा को.. अमेरिकन सिरीज़ में वो हिंदू धर्म का आलोचन कर रही थी रंडी.. मेरा कम्प्लेन किया और मेरा अकाउंट ट्विटर ने बंद क़िया.. <url>,कोई किसी का आलोचन करता है तो इसका मतलब यह नहीं की आप गालिया दे।  बेहतर है की अपने सुझाव दे बिना अपमान के।
counterspeech,बंगाल में ममता रंडी की सरकार है! सारे मुल्ले  इसके भड़वे बन गया है! आसाम का बदला बंगाल में ले रही है ममता रंडी! बंगाल का बदला भाजपा शासित राज्यों में ले हिन्दू! दूसरा कोई रास्ता नहीं है! अन्यथा हिन्दुओं को अपनी  इज्जत की नीलामी खुद अपनी ऑंखों के सामने  देखना पड़ेगा! <url>,किसी के गलत कर्मो की सजा उसी के वर्ग के दूसरी जगह स्थित लोगो को देना अनुचित है। इससे हालत और ख़राब होंगे तथा तनाव बढ़ेगा।
counterspeech,बंगाल में ममता रंडी की सरकार है! सारे मुल्ले  इसके भड़वे बन गया है! आसाम का बदला बंगाल में ले रही है ममता रंडी! बंगाल का बदला भाजपा शासित राज्यों में ले हिन्दू! दूसरा कोई रास्ता नहीं है! अन्यथा हिन्दुओं को अपनी  इज्जत की नीलामी खुद अपनी ऑंखों के सामने  देखना पड़ेगा! <url>,में आपसे सहमत हु की ममता की सरकार ने अनुचित गतिविधियों को बढ़ावा दिया है पर आपका सुझाव भी अनुचित है।
counterspeech,बंगाल में ममता रंडी की सरकार है! सारे मुल्ले  इसके भड़वे बन गया है! आसाम का बदला बंगाल में ले रही है ममता रंडी! बंगाल का बदला भाजपा शासित राज्यों में ले हिन्दू! दूसरा कोई रास्ता नहीं है! अन्यथा हिन्दुओं को अपनी  इज्जत की नीलामी खुद अपनी ऑंखों के सामने  देखना पड़ेगा! <url>,यदि आप भाजपा शासित राज्यों में बदला लेने की कोशिश कर रहे हैं तो क्या आप ममता बनर्जी से अलग हैं? मुझे उम्मीद है कि आप किसी निष्कर्ष पर पहुंचने से पहले अपने तथ्यों की जांच और सत्यापन करेंगे और कृपया अपनी भाषा का ध्यान रखें।
counterspeech,बंगाल में ममता रंडी की सरकार है! सारे मुल्ले  इसके भड़वे बन गया है! आसाम का बदला बंगाल में ले रही है ममता रंडी! बंगाल का बदला भाजपा शासित राज्यों में ले हिन्दू! दूसरा कोई रास्ता नहीं है! अन्यथा हिन्दुओं को अपनी  इज्जत की नीलामी खुद अपनी ऑंखों के सामने  देखना पड़ेगा! <url>,मुझे यकीन है कि इन राज्यों में रहने वाले ज्यादातर लोग आपके विचारों से सहमत नहीं हैं। आप वास्तव में बंगाल में रहे बिना बंगाल के बारे में जमीनी हकीकत पर टिप्पणी नहीं कर सकते। मेरा आपसे अनुरोध है कि इस तरह के कड़े आरोप लगाने से बचें और सांप्रदायिक नफरत फैलाना बंद करें।
counterspeech,"मुस्लिम,जमात,मस्जिद, पकिस्तान इनके बिना न्यूज़ चलाकर देख लो कोठों के दलालो  तुम्हारी हालत बूढ़ी रंडी से बदतर ना हो जाये तो कहना",न्यूज़ सही टाइम पर सही समाचार प्रसारण से होती है आप अपने सोच को बदलिए और अनुचित शब्द बंद कीजिये।
counterspeech,"मुस्लिम,जमात,मस्जिद, पकिस्तान इनके बिना न्यूज़ चलाकर देख लो कोठों के दलालो  तुम्हारी हालत बूढ़ी रंडी से बदतर ना हो जाये तो कहना",अगर गलत न्यूज़ चलेगी तो हालात ख़राब होंगे आपके बोलने से नहीं। आप ऐसे शब्दों से न्यूज़ प्रसारित करने वालो में तनाव न बढ़ाये।
counterspeech,"मुस्लिम,जमात,मस्जिद के बिना  न्यूज़ चलाकर देख लो दलालो,  अगर तुम्हारी हालात बूढ़ी रंडी  से बदतर ना हो जाये तो कहना😌","मुझे दुख है कि आप इन दिनों समाचारों से अत्यधिक चिढ़ गए हैं, लेकिन कृपया ऑनलाइन टिप्पणी करते समय अधिक सावधान रहें।"
counterspeech,"मुस्लिम,जमात,मस्जिद के बिना  न्यूज़ चलाकर देख लो दलालो,  अगर तुम्हारी हालात बूढ़ी रंडी  से बदतर ना हो जाये तो कहना😌",मेरा आपसे अनुरोध है कि आप सामान्य बातचीत में इस तरह के आपत्तिजनक शब्दों का प्रयोग न करें। आप समाचार देखने के बजाय मनोरंजन के अन्य रूपों में बदलाव कर सकते हैं।
counterspeech,"मुस्लिम,जमात,मस्जिद के बिना  न्यूज़ चलाकर देख लो दलालो,  अगर तुम्हारी हालात बूढ़ी रंडी  से बदतर ना हो जाये तो कहना😌",न्यूज़ एजेंसीज का काम न्यूज़ को जनता तक पहुँचाना है ना की किसी वर्ग को टारगेट करके निचा दिखाना।  कृपया इसको अलग तरीके से प्रस्तुत न करे।
counterspeech,"मुस्लिम,जमात,मस्जिद के बिना  न्यूज़ चलाकर देख लो दलालो,  अगर तुम्हारी हालात बूढ़ी रंडी  से बदतर ना हो जाये तो कहना😌",हालत का उदाहरण गाली से देना किसी को गलत अंकितक करना है।
counterspeech,<user> मरने भी दें। रंडी को हिंदू समाज की लड़कियां समझने के लिए तैयार नहीं हैं यहीं असर होगा।,किसी को मरने की स्तिथि में ला के किसी को कुछ भी समझाया नहीं जा सकता है ।
counterspeech,<user> मरने भी दें। रंडी को हिंदू समाज की लड़कियां समझने के लिए तैयार नहीं हैं यहीं असर होगा।,रंडी शब्द कम से कम मरते हुए के लिए तो इस्तमाल ना करे कुछ तो सिम्पथी दिखाए।
counterspeech,<user> मरने भी दें। रंडी को हिंदू समाज की लड़कियां समझने के लिए तैयार नहीं हैं यहीं असर होगा।,कृपया किसी लड़की के बारे में ऐसी बातें ना करे ।
counterspeech,<user> मरने भी दें। रंडी को हिंदू समाज की लड़कियां समझने के लिए तैयार नहीं हैं यहीं असर होगा।,हमें किसी लड़की के बारे में ऐसी बातें नहीं करनी चाहिए ।
counterspeech,पहले अपने लोगो के लिए बोल भड़वे दलित आज हर जगह मुल्लो का शिकार हो रहा और यू झांट का बाल चूं डाक भी करता रही अगर हिंदू की बात हो तो रण्डी की तरह रोने लगता है की साहब रात भर मजे लिए सुबह पैसे नही दिए गांड़ पे लात मार के भगा दिया हट साला दो बाप का है तू <url>,कोई भी कैसा भी हो उसको दो बाप का नहीं बोल सकते है इससे झगड़ा होगा। क्युकी यह वाक्य सिर्फ झगड़ा कराने वाला है।
counterspeech,पहले अपने लोगो के लिए बोल भड़वे दलित आज हर जगह मुल्लो का शिकार हो रहा और यू झांट का बाल चूं डाक भी करता रही अगर हिंदू की बात हो तो रण्डी की तरह रोने लगता है की साहब रात भर मजे लिए सुबह पैसे नही दिए गांड़ पे लात मार के भगा दिया हट साला दो बाप का है तू <url>,आपकी बात सही है की दुसरो की हेल्प से पहले खुद की हेल्प करनी चाहिए। लेकिन गालियों ने आपकी बात का महत्व कम कर दिया है।
counterspeech,पहले अपने लोगो के लिए बोल भड़वे दलित आज हर जगह मुल्लो का शिकार हो रहा और यू झांट का बाल चूं डाक भी करता रही अगर हिंदू की बात हो तो रण्डी की तरह रोने लगता है की साहब रात भर मजे लिए सुबह पैसे नही दिए गांड़ पे लात मार के भगा दिया हट साला दो बाप का है तू <url>,आपकी प्रतिक्रियाएँ महिलाओं के प्रति अत्यधिक अपमानजनक हैं और धार्मिक भावनाओं को भी आहत कर सकती हैं। मुझे आशा है कि आप ऑनलाइन पोस्ट करते समय इसे ध्यान में रखेंगे।
counterspeech,पहले अपने लोगो के लिए बोल भड़वे दलित आज हर जगह मुल्लो का शिकार हो रहा और यू झांट का बाल चूं डाक भी करता रही अगर हिंदू की बात हो तो रण्डी की तरह रोने लगता है की साहब रात भर मजे लिए सुबह पैसे नही दिए गांड़ पे लात मार के भगा दिया हट साला दो बाप का है तू <url>,कृपया ऑनलाइन टिप्पणी करने से पहले अपने दावों की पुष्टि करें और ऑनलाइन सांप्रदायिक नफरत फैलाना बंद करें।
counterspeech,"मुस्लिम,जमात,मस्जिद फिलहाल इनके बिना न्यूज़ चलाकर देख लो चकलाघर के दलालो  अगर तुम्हारी हालात बूढ़ी रंडी से बदतर ना हो जाये तो कहना  <user>  <user>  <user>  <user>  <user>  <user>  <user>   <user> 👈","मुस्लिम,जमात,मस्जिद अत्यधिक सुचारु विषय है इसलिए मीडिया इनको बार-बार उठती है। कृपया इनको गलत तरीके से ना ले।"
counterspeech,"मुस्लिम,जमात,मस्जिद फिलहाल इनके बिना न्यूज़ चलाकर देख लो चकलाघर के दलालो  अगर तुम्हारी हालात बूढ़ी रंडी से बदतर ना हो जाये तो कहना  <user>  <user>  <user>  <user>  <user>  <user>  <user>   <user> 👈",हालत किसी के भी बुरे हो सकते है इनको गालियों से दूर रखे।
counterspeech,"मुस्लिम,जमात,मस्जिद फिलहाल इनके बिना न्यूज़ चलाकर देख लो चकलाघर के दलालो  अगर तुम्हारी हालात बूढ़ी रंडी से बदतर ना हो जाये तो कहना  <user>  <user>  <user>  <user>  <user>  <user>  <user>   <user> 👈",ऑनलाइन गाली-गलौज करने से इन समाचार चैनलों की सामग्री नहीं बदलेगी। मैं आपसे अनुरोध करता हूं कि आप शांत हो जाएं और दिखावा करने के अधिक समझदार तरीकों का सहारा लें।
counterspeech,"मुस्लिम,जमात,मस्जिद फिलहाल इनके बिना न्यूज़ चलाकर देख लो चकलाघर के दलालो  अगर तुम्हारी हालात बूढ़ी रंडी से बदतर ना हो जाये तो कहना  <user>  <user>  <user>  <user>  <user>  <user>  <user>   <user> 👈",मैं आपसे विनम्र निवेदन करता हूं कि आप शांत हो जाएं। अधिक संसाधनपूर्ण सामग्री के लिए आप हमेशा पश्चिमी मीडिया पर स्विच कर सकते हैं।
counterspeech,<user> <user> प्रेसिडेंट दलित  आधा से ज्यादा एमपी एमएलए पिछड़ी जाति के पीएम पिछड़ी जाति के लेकिन कुछ हरामखोरो को रण्डी रोना है ब्राह्मण चंद्रशेखर आजाद झांसी की रानी मेजर मनोज पांडे से इनको दिक्कत है  खैर सबसे पड़ा हरामी वो है जो खुद को भारतीय विद्यार्थी का लीडर मानता है और हिंसा करवाता है😡,आप खुद नफरत फैलाने में लगे हैं जिससे सांप्रदायिक हिंसा हो सकती है। लोगों को ऑनलाइन जवाब देते समय कृपया अधिक सावधान रहें और विचार करें।
counterspeech,<user> <user> प्रेसिडेंट दलित  आधा से ज्यादा एमपी एमएलए पिछड़ी जाति के पीएम पिछड़ी जाति के लेकिन कुछ हरामखोरो को रण्डी रोना है ब्राह्मण चंद्रशेखर आजाद झांसी की रानी मेजर मनोज पांडे से इनको दिक्कत है  खैर सबसे पड़ा हरामी वो है जो खुद को भारतीय विद्यार्थी का लीडर मानता है और हिंसा करवाता है😡,अन्य लोगों या समुदायों को गाली देना पूरी तरह से गलत है। यह हिंसा का कारण भी बन सकता है। मुझे आशा है कि आप ऐसा नहीं चाहते हैं। इसलिए कृपया दूसरों को गाली देना बंद करें।
counterspeech,"<user> <user> <user> इससे ज्यादा अफसोस की बात और क्या हो सकती है कि नामजद रिपोर्ट होने के बावजूद भी कार्रवाई नही हो रही है  अगर यही लाश किसी ऊंची जाति की हिंदू महिला की होती तो अब तक ट्विटर पर ट्रैंड चल रहा होता,सारी दलाल भडवी मीडिया छाती पीट.पीट कर रंडीरोना रो रही होती,और पुलिस कार्रवाई कर चुकी होती",मैं आपका क्रोध समूह सकता हूँ मगर हमारे विरोध का तरीक़ा आसाभ्य नहीं हो सकता ।
counterspeech,"<user> <user> <user> इससे ज्यादा अफसोस की बात और क्या हो सकती है कि नामजद रिपोर्ट होने के बावजूद भी कार्रवाई नही हो रही है  अगर यही लाश किसी ऊंची जाति की हिंदू महिला की होती तो अब तक ट्विटर पर ट्रैंड चल रहा होता,सारी दलाल भडवी मीडिया छाती पीट.पीट कर रंडीरोना रो रही होती,और पुलिस कार्रवाई कर चुकी होती",मै साँझ सकता हूँ आपको खबरों में भेदभाव लगता है मगर हम अभद्र भाषा का इस्तेमाल नहीं करना चाहिए ।
counterspeech,"<user> <user> <user> इससे ज्यादा अफसोस की बात और क्या हो सकती है कि नामजद रिपोर्ट होने के बावजूद भी कार्रवाई नही हो रही है  अगर यही लाश किसी ऊंची जाति की हिंदू महिला की होती तो अब तक ट्विटर पर ट्रैंड चल रहा होता,सारी दलाल भडवी मीडिया छाती पीट.पीट कर रंडीरोना रो रही होती,और पुलिस कार्रवाई कर चुकी होती",में आपसे सहमति रखती हु की कुछ जगह पर इस तरीके की गतिविथियाँ होती है जहा पर निचे तबके के लोगो को न्याय मिलने में देरी होती है तथा कभी-कभी तो न्याय भी नहीं मिलता है। पुलिस को तत्परता दिखानी चाहिए।
counterspeech,"<user> <user> <user> इससे ज्यादा अफसोस की बात और क्या हो सकती है कि नामजद रिपोर्ट होने के बावजूद भी कार्रवाई नही हो रही है  अगर यही लाश किसी ऊंची जाति की हिंदू महिला की होती तो अब तक ट्विटर पर ट्रैंड चल रहा होता,सारी दलाल भडवी मीडिया छाती पीट.पीट कर रंडीरोना रो रही होती,और पुलिस कार्रवाई कर चुकी होती",जाती के नाम पर भेदभाव हो रहा है पर अभी भी और परिवर्तन की जरुरत है।
counterspeech,"<user> <user> रूही रंडी की माँ की चुत फाड़ दालू इसकी अम्मी की चुत मे डुक्कर घुसाड दु, इसकी अम्मी के चुत के पानी से रूही रंडी को नहला दु, भाग रंडी भाग अपनी अम्मी की गाँड लेके भाग वरना मेरा हिंदू फ़ौलादी लंड तेरी अम्मी के गाँड से दलूँगा और मुँह से निकलूँगा 😂😂😂",आपकी पोस्ट बहुत ही गठिया है इसका कोई उपयुक्त विषय ही नहीं है। किसी माँ के लिए इतने बुरे शब्द कुछ तो शर्म करो।
counterspeech,"<user> <user> रूही रंडी की माँ की चुत फाड़ दालू इसकी अम्मी की चुत मे डुक्कर घुसाड दु, इसकी अम्मी के चुत के पानी से रूही रंडी को नहला दु, भाग रंडी भाग अपनी अम्मी की गाँड लेके भाग वरना मेरा हिंदू फ़ौलादी लंड तेरी अम्मी के गाँड से दलूँगा और मुँह से निकलूँगा 😂😂😂",आपकी ऐसी पोस्ट के लिए आपको बैन करना उचित निर्णय है जल्दी ही होगा संभल जाओ।
counterspeech,"<user> <user> रूही रंडी की माँ की चुत फाड़ दालू इसकी अम्मी की चुत मे डुक्कर घुसाड दु, इसकी अम्मी के चुत के पानी से रूही रंडी को नहला दु, भाग रंडी भाग अपनी अम्मी की गाँड लेके भाग वरना मेरा हिंदू फ़ौलादी लंड तेरी अम्मी के गाँड से दलूँगा और मुँह से निकलूँगा 😂😂😂",दूसरों के प्रति अभद्र शब्दों का प्रयोग बंद करें और सम्मानजनक बनने का प्रयास करें। नहीं तो कोई आपकी कदर नहीं करेगा।
counterspeech,"<user> <user> रूही रंडी की माँ की चुत फाड़ दालू इसकी अम्मी की चुत मे डुक्कर घुसाड दु, इसकी अम्मी के चुत के पानी से रूही रंडी को नहला दु, भाग रंडी भाग अपनी अम्मी की गाँड लेके भाग वरना मेरा हिंदू फ़ौलादी लंड तेरी अम्मी के गाँड से दलूँगा और मुँह से निकलूँगा 😂😂😂",अभद्र शब्दों का प्रयोग विरोध का सही तरीका नहीं है। कृपया शांत हो जाएं और ठीक से बोलें। नहीं तो आपकी बातें हिंसा का कारण बन सकती हैं।
